"DW_OUTFALL_INSPECT_ID","EMPLOYEE_ID","EMPLOYEE_NAME","EMPLOYEE2_ID","EMPLOYEE2_NAME","INSPECTION_TIME","INSPECTION_DATE","GPS_NORTH","GPS_WEST","WATERSHED_CODE","STREAM_ID","STREAM_NAME","SWQ_ID","LOCATOR_MAP_GRID","OUTFALL_NODE_NUMBER","OUTFALL_ACCESS","OUTFALL_FLOW","OIL_SHEEN","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","OTHER_ODOR","SAMPLE_COLLECTED","PH","DISSOLVED_OXYGEN","WATER_TEMPERATURE","SPEC_CONDUCTIVITY","TOTAL_DISSOLVED_SOLID","ORP","TURBIDITY","TOTAL_SUSPENDED_SOLID","CHLORINE","HARDNESS","FECAL_COUNT","PHOSPHOROUS","NITRATE","NITRITE","IRON","AMMONIA","CHEM_OXYGEN_DEMAND","PHENOLS","COPPER","DETERGENT","SULFATE","SENT_LAB_SAMPLE","COMMENTS","CREATE_DATE","RE-INSPECTION","NODE_NOT_OUTFALL","OUTFALL_IS_FLUME","NODE_AN_OUTFALL","NITRATE_NITRITE","E_COLI","ROWID"
"1349","","Lawrence Cantos","","","1899-12-30 11:40:00","2005-07-20 00:00:00","","","LWRC","","Ash Creek","460487","441","419","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{E115BC5D-42C7-4380-B916-C1A393DD7EC5}"
"1350","","Lawrence Cantos","","","1899-12-30 11:20:00","2005-07-20 00:00:00","","","LWRC","","Ash Creek","460485","441","418","Buried in Debris","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{1CA6D495-BAF4-40AD-AA19-73AE49C1FAA2}"
"1351","","Lawrence Cantos","","","1899-12-30 11:01:00","2005-07-20 00:00:00","","","LWRC","","Ash Creek","460305","441","429","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{462F2916-E283-4F05-ADE7-8AE0E448DC3D}"
"1352","","Lawrence Cantos","","","1899-12-30 10:56:00","2005-07-20 00:00:00","","","LWRC","","Ash Creek","489702","441","527","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{A2AC42F6-A49D-49FD-A13F-1B6AE022BC91}"
"1353","","Lawrence Cantos","","","1899-12-30 10:43:00","2005-07-20 00:00:00","","","LWRC","","Ash Creek","460303","441","441","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{2C3076D1-A998-4DE6-87EE-76E92E090313}"
"1354","","Lawrence Cantos","","","1899-12-30 10:35:00","2005-07-20 00:00:00","","","LWRC","","Ash Creek","460302","441","443","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{DB43A518-BAFA-4694-9D05-8796494856AE}"
"1355","","Lawrence Cantos","","","1899-12-30 10:24:00","2005-07-20 00:00:00","","","LWRC","","Ash Creek","460318","441","447","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{8ADA0D7A-C916-49BA-A160-D537B7E9AF1D}"
"1363","","Lawrence Cantos","","Bill Clemons","1899-12-30 16:31:00","2005-07-22 00:00:00","","","NWDA","","West Joes Creek","303913","305","417","Accessible","Medium","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{5A891176-B716-4A34-AF93-67C2188A6C36}"
"1364","","Lawrence Cantos","","Bill Clemons","1899-12-30 16:28:00","2005-07-22 00:00:00","","","NWDA","","West Joes Creek","303889","305","388","Accessible","Light","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{EB9DF40F-45B3-4F96-9861-975D928B5E6F}"
"1365","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:47:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","439041","304","268","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{34F67E25-2B76-4E37-896E-35190227B6B2}"
"1366","","Lawrence Cantos","","Bill Clemons","1899-12-30 16:00:00","2005-07-22 00:00:00","","","NWDA","","California Crossing","303286","304","58","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{8E4EA456-0061-45C6-B62C-BB44E874E88D}"
"1367","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:59:00","2005-07-22 00:00:00","","","NWDA","","California Crossing","303232","304","4","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{E193C1BA-EE85-4BA0-A138-215C8F8D679E}"
"1368","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:58:00","2005-07-22 00:00:00","","","NWDA","","California Crossing","303284","304","56","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{21681472-C793-420A-9A4B-EA85A8C75EF0}"
"1369","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:57:00","2005-07-22 00:00:00","","","NWDA","","California Crossing","442795","304","257","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{D8745DC0-B435-44E6-AE73-E8CBC3C30154}"
"1370","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:57:00","2005-07-22 00:00:00","","","NWDA","","California Crossing","303393","304","166","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{0D44ACD6-BF3C-4780-8ED9-5A8EF76EE8D3}"
"1371","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:55:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303419","304","192","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{274C1C9D-9AA8-47AD-9AB4-E626D2073827}"
"1372","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:55:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","427542","304","6","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{63D2F371-FBB0-45C1-B879-57B78939915E}"
"1373","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:54:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","434007","304","207","Buried in Debris","Light","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{FA84AE64-7237-424C-B213-0F6B0C000252}"
"1374","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:53:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303429","304","202","Buried in Debris","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{46C3FB61-582C-4E1A-974D-16E46036143E}"
"1375","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:53:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303428","304","201","Accessible","Light","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{D0D2A4C1-4A80-444A-94D8-3C9D3B3D5807}"
"1376","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:52:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303435","304","208","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{D30BE431-F532-4C19-A822-A25470744380}"
"1377","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:50:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","444086","304","275","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{9AAB4E58-0920-4321-A2EF-1369CD1EA549}"
"1378","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:50:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303463","304","236","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{800BAEF7-ACE1-48AF-A563-D3756E4A3260}"
"1379","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:49:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303462","304","235","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{7CAFFC85-4204-4395-8EC7-A5E71BD445E5}"
"1380","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:48:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303443","304","216","Buried in Debris","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{E34ECE86-A6AC-4629-AF76-18E07E762F65}"
"1381","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:46:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303486","304","247","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{F6AC786A-DF29-48B2-9DCE-A83975DFBEA4}"
"1382","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:45:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","439033","304","264","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{6CD2AEB9-02DB-4D35-97CD-55630DEA8DF8}"
"1383","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:44:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","439034","304","265","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{C0CB9310-4B13-4A91-B1A4-2CB4EFE3AFBC}"
"1384","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:43:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","439035","304","266","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{CA80AAC3-8F8B-495C-B21D-F2B83AFAEC6D}"
"1385","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:43:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","439036","304","267","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{0FE1F941-901B-46E4-8A49-6DC5A4BF5020}"
"1386","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:42:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303487","304","248","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{351BFD26-FD7E-41A3-9306-337AC844B92E}"
"1387","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:41:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","442790","304","255","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{2F603600-1758-4275-8EA1-4F239C6B8927}"
"1388","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:40:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","442792","304","254","Under Water","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{461F77C1-4B7A-490E-83E3-AC8A9B129E0E}"
"1389","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:39:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303465","304","238","Under Water","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{270CCAB5-D71B-42A7-9C70-A578CAE0B755}"
"1390","","Lawrence Cantos","","Bill Clemons","1899-12-30 14:51:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303368","304","141","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{E4F85F68-18AF-4E87-8A31-BD78928BFFB5}"
"1391","","Lawrence Cantos","","Bill Clemons","1899-12-30 14:32:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303500","304","222","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{CB3B16F9-AF57-4EA9-A183-AF7ECEEEEB21}"
"1392","","Lawrence Cantos","","Bill Clemons","1899-12-30 14:31:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303464","304","237","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{5FA874C4-CBC9-44E1-BC49-6562F72D8B50}"
"1393","","Lawrence Cantos","","Bill Clemons","1899-12-30 14:22:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303496","304","253","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{1F54A393-93A2-4626-8E0B-099B0E552547}"
"1394","","Lawrence Cantos","","Bill Clemons","1899-12-30 14:12:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303499","304","221","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{794390FF-89E7-43C3-A482-32F85CC02EDE}"
"1395","","Lawrence Cantos","","Bill Clemons","1899-12-30 14:11:00","2005-07-22 00:00:00","","","NWDA","","Daniels Creek","303502","304","224","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{93463D1F-9B0E-472D-9EE0-AFE3D080DE86}"
"1396","","Lawrence Cantos","","Bill Clemons","1899-12-30 11:05:00","2005-07-22 00:00:00","","","NWDA","","","303226","303","1","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{D8EE5B90-29A7-4571-B81E-85458DD458AC}"
"1397","","Lawrence Cantos","","Bill Clemons","1899-12-30 11:07:00","2005-07-22 00:00:00","","","NWDA","","","303228","303","3","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{87A4F827-A676-4169-A303-946F6D2569A3}"
"1398","","Lawrence Cantos","","Bill Clemons","1899-12-30 11:02:00","2005-07-22 00:00:00","","","NWDA","","","442793","304","256","Buried in Debris","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{91620CDF-9600-4F6C-B211-D1310DECF239}"
"1399","","Lawrence Cantos","","Bill Clemons","1899-12-30 10:44:00","2005-07-22 00:00:00","","","NWDA","","","439612","304","270","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{F874D083-0CEE-423C-A153-C16F3052FC22}"
"1400","","Lawrence Cantos","","Bill Clemons","1899-12-30 10:46:00","2005-07-22 00:00:00","","","NWDA","","","439613","304","272","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{7B8788F5-157F-40CF-B67E-7688F05F5498}"
"1401","","Carlton Eurey","","Bonnie Brewster","1899-12-30 20:19:00","2005-07-22 00:00:00","","","","","Prairie Creek","598420","550","159","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{9863BF5F-DBEC-419B-B374-D7DE895FEB82}"
"1402","","Carlton Eurey","","Bonnie Brewster","1899-12-30 19:58:00","2005-07-22 00:00:00","","","","","Prairie Creek","598094","550","167","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{CFDBC10C-3884-4615-87BD-E2C0E9E00C8C}"
"1403","","Carlton Eurey","","Bonnie Brewster","1899-12-30 19:51:00","2005-07-22 00:00:00","","","","","Prairie Creek","598142","550","200","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{181AD589-7DE9-415B-8708-8238154D3EDD}"
"1404","","Carlton Eurey","","Bonnie Brewster","1899-12-30 19:44:00","2005-07-22 00:00:00","","","","","Prairie Creek","312014","468","260","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{EFD76E43-187B-436E-AED7-BC47E554F48E}"
"1405","","Carlton Eurey","","Bonnie Brewster","1899-12-30 19:37:00","2005-07-22 00:00:00","","","","","Prairie Creek","598117","550","246","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{ED07A1EE-6EDD-4BA4-A2A7-30337DFBE761}"
"1406","","Carlton Eurey","","Bonnie Brewster","1899-12-30 19:16:00","2005-07-22 00:00:00","","","","","Prairie Creek","599815","550","438","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{5458E912-A12D-4D98-BD92-FAD74EB2F085}"
"1407","","Carlton Eurey","","Bonnie Brewster","1899-12-30 18:54:00","2005-07-22 00:00:00","","","","","Prairie Creek","599816","550","442","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{4BBA6DDC-23C5-4E52-AFB6-6E21C5E6DACB}"
"1408","","Carlton Eurey","","Bonnie Brewster","1899-12-30 18:42:00","2005-07-25 00:00:00","","","","","Prairie Creek","599824","550","445","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{AEAFAC9B-BFDA-4346-BF24-4DFB2D3DC2F8}"
"1409","","Carlton Eurey","","Bonnie Brewster","1899-12-30 18:33:00","2005-07-22 00:00:00","","","","","Prairie Creek","598515","550","377","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{3C05FBC9-0269-45DB-82D9-BA0286EA6197}"
"1410","","Carlton Eurey","","Bonnie Brewster","1899-12-30 18:12:00","2005-07-22 00:00:00","","","","","Prairie Creek","598492","550","358","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{7CA21DB1-5EB0-419A-82D3-F8CC62E46A5A}"
"1411","","Carlton Eurey","","Bonnie Brewster","1899-12-30 17:53:00","2005-07-22 00:00:00","","","","","Prairie Creek","598504","550","371","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{8AB4298A-2BAC-43A7-BC63-3EBED8550A92}"
"1412","","Carlton Eurey","","Bonnie Brewster","1899-12-30 17:41:00","2005-07-22 00:00:00","","","","","Prairie Creek","599849","550","455","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{86C7A3D6-3736-43DA-B1F9-D2F6655A417E}"
"1413","","Carlton Eurey","","Bonnie Brewster","1899-12-30 17:30:00","2005-07-22 00:00:00","","","","","Prairie Creek","598308","550","340","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{133AC371-CE78-4833-83CC-23B83FCEA0F1}"
"1414","","Carlton Eurey","","Bonnie Brewster","1899-12-30 17:27:00","2005-07-22 00:00:00","","","","","Prairie Creek","598309","550","339","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{787A0E05-288E-41B6-BC45-2ACF109F7CCF}"
"1415","","Carlton Eurey","","Bonnie Brewster","1899-12-30 17:17:00","2005-07-22 00:00:00","","","","","Prairie Creek","599853","550","461","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{C2C5B92B-B29E-48BD-AA51-8328CD4B68F0}"
"1416","","Carlton Eurey","","Bonnie Brewster","1899-12-30 16:53:00","2005-07-22 00:00:00","","","","","Prairie Creek","598508","550","383","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{AA1EC123-6291-4A7A-971B-AF736C53FDBD}"
"1417","","Carlton Eurey","","Bonnie Brewster","1899-12-30 16:39:00","2005-07-22 00:00:00","","","","","Prairie Creek","597652","550","138","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{6A5273AC-2172-4959-8829-4246C96303BE}"
"1418","","Carlton Eurey","","Bonnie Brewster","1899-12-30 16:21:00","2005-07-22 00:00:00","","","","","Prairie Creek","578826","549","207","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{D811785B-CB08-43A2-9CB0-84E2E3FA8BA9}"
"1419","","Carlton Eurey","","Bonnie Brewster","1899-12-30 16:16:00","2005-07-22 00:00:00","","","","","Prairie Creek","577253","549","209","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{AD7CC12A-831B-448F-9669-503BCD8C2696}"
"1420","","Carlton Eurey","","Bonnie Brewster","1899-12-30 16:04:00","2005-07-22 00:00:00","","","","","Prairie Creek","578591","549","250","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{D8A300BD-19E0-4D45-9624-C82E4C4A3CFE}"
"1421","","Carlton Eurey","","Bonnie Brewster","1899-12-30 20:11:00","2005-07-21 00:00:00","","","","","Prairie Creek","573326","548","121","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{81FB1AE1-421F-44FF-8253-DC5AD19890F6}"
"1422","","Carlton Eurey","","Bonnie Brewster","1899-12-30 19:46:00","2005-07-21 00:00:00","","","","","Prairie Creek","572489","548","220","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{C8EAB53D-53AA-41BC-A637-C94BC645EABF}"
"1423","","Carlton Eurey","","Bonnie Brewster","1899-12-30 19:34:00","2005-07-21 00:00:00","","","","","Prairie Creek","572505","548","206","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{F3ED994B-4A41-4377-BC63-A2D54854E54B}"
"1424","","Carlton Eurey","","Bonnie Brewster","1899-12-30 19:27:00","2005-07-21 00:00:00","","","","","Prairie Creek","573979","548","503","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{999435D1-7C6C-4D09-B28E-FDA57A409FBF}"
"1425","","Carlton Eurey","","Bonnie Brewster","1899-12-30 19:16:00","2005-07-21 00:00:00","","","","","Prairie Creek","572528","548","47","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{79AC06BE-E08D-4258-A169-215D822DD927}"
"1426","","Carlton Eurey","","Bonnie Brewster","1899-12-30 18:56:00","2005-07-21 00:00:00","","","","","Prairie Creek","572547","548","69","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{30197ECD-2A67-40B4-8EB1-F39B2C2F2720}"
"1427","","Carlton Eurey","","Bonnie Brewster","1899-12-30 18:32:00","2005-07-21 00:00:00","","","","","Prairie Creek","572480","548","249","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{C9013EC0-A0BE-4AFC-904B-A245E0EBBE9A}"
"1428","","Carlton Eurey","","Bonnie Brewster","1899-12-30 18:26:00","2005-07-21 00:00:00","","","","","Prairie Creek","572469","548","237","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{AF7E0396-B71E-4574-9606-14C3D287B36F}"
"1429","","Carlton Eurey","","Bonnie Brewster","1899-12-30 17:54:00","2005-07-21 00:00:00","","","","","Prairie Creek","573768","548","343","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{96A36D63-B7C1-4F30-956C-DD918C9571C2}"
"1430","","Carlton Eurey","","Bonnie Brewster","1899-12-30 17:38:00","2005-07-21 00:00:00","","","","","Prairie Creek","573746","548","331","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{6A595F8F-569A-4A33-BAF0-E3584EA457A6}"
"1431","","Carlton Eurey","","Bonnie Brewster","1899-12-30 17:13:00","2005-07-21 00:00:00","","","","","Prairie Creek","573970","548","174","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{4C3EA3B0-598E-4130-B252-C397C4BE97EC}"
"1432","","Carlton Eurey","","Bonnie Brewster","1899-12-30 16:54:00","2005-07-21 00:00:00","","","","","Prairie Creek","573969","548","168","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{13D9CCE9-A6B4-4874-B86D-97F90BEDA2EE}"
"1433","","Carlton Eurey","","Bonnie Brewster","1899-12-30 16:42:00","2005-07-21 00:00:00","","","","","Prairie Creek","573348","548","146","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{C17294CB-E28E-48C5-9EF2-7ABCB9C17BB0}"
"1443","","Lawrence Cantos","","Bill Clemons","1899-12-30 16:20:00","2005-08-02 00:00:00","","","NWDA","","West Joes Creek","465092","290","25","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{FE4F1F11-51F8-4B7D-B076-0465567C76E2}"
"1444","","Lawrence Cantos","","Bill Clemons","1899-12-30 16:19:00","2005-08-02 00:00:00","","","NWDA","","","494482","290","273","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{73224E23-CB74-4252-8D7C-D8E6CD15F74C}"
"1445","","Lawrence Cantos","","Bill Clemons","1899-12-30 16:17:00","2005-08-02 00:00:00","","","NWDA","","","493999","290","219","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{F553C062-7CCF-486B-92EB-8E9BAD22F92C}"
"1446","","Lawrence Cantos","","Bill Clemons","1899-12-30 16:16:00","2005-08-02 00:00:00","","","JOES","","","494015","290","228","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{80854448-8181-424E-A4A7-761DF00A2F3F}"
"1447","","Lawrence Cantos","","Bill Clemons","1899-12-30 16:01:00","2005-08-02 00:00:00","","","NWDA","","","493989","290","259","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{08BEBFDB-DAB7-4EF9-8654-49B849B4D6C4}"
"1448","","Lawrence Cantos","","Bill Clemons","1899-12-30 16:00:00","2005-08-02 00:00:00","","","NWDA","","Joes Creek","466842","290","98","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{2BE3ACB8-E3A3-4EF9-8702-FB8752033B18}"
"1449","","Lawrence Cantos","","Bill Clemons","1899-12-30 16:00:00","2005-08-02 00:00:00","","","NWDA","","Joes Creek","466843","290","99","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{341B3D83-32A2-4C94-82D2-9862482B8C94}"
"1450","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:59:00","2005-08-02 00:00:00","","","NWDA","","Joes Creek","466844","290","100","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{53CA3203-9B34-46AD-A40E-F6ACB5114D4C}"
"1451","","Lawrence Cantos","","Bill Clemons","1899-12-30 15:59:00","2005-08-02 00:00:00","","","NWDA","","Joes Creek","493975","290","212","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{7917885B-4D3B-4A1A-BEFE-8F547FBB2D3A}"
